response1_type	response1	category	condition	irregular	response2_type	prompt	response2	workerid	Answer.condition	slide_number	context	root	item	Answer.time_in_minutes	participant
	kerning	verb	23			I dream that one day I'll be able to kern. The chance to kern would be very exciting. I think I'd really enjoy [BLANK1]. My friend Sam [BLANK2] once and he loved it.	kerned	0	23	42	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	kern	nonce	13.9470166667	23cond-trials
	glipping	verb	23			You should glip. It's always worthwhile to glip. I'm [BLANK1], and you should too. Last week you [BLANK2], why won't you now?	glipped	0	23	43	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	glip	nonce	13.9470166667	23cond-trials
	teepest	adjective	23			The woman became teep after seeing it. Her friends laughed at how teep she was. There was no reason for her to be the [BLANK1] person in the room. Yet, she seemed [BLANK2] than everyone present.	teeper	0	23	44	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	teep	nonce	13.9470166667	23cond-trials
	cheemest	adjective	23			Here is a cheem thing. Here are two other things that are cheem. This one is the [BLANK1] of them all. It is [BLANK2] than the rest.	cheemer	0	23	45	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	cheem	nonce	13.9470166667	23cond-trials
	wolper	adjective	23			Did he think this shirt was too wolp? Maybe it was not wolp enough. After glancing at them again, the second one seemed [BLANK1] than the first. In the end, they decided that being the person with the [BLANK2] shirt at the party was probably not a bad thing.	wolpest	0	23	46	Did he think this shirt was too XXX? Maybe it was not XXX enough. After glancing at them again, the second one seemed YYY than the first. In the end, they decided that being the person with the YYY shirt at the party was probably not a bad thing.	wolp	nonce	13.9470166667	23cond-trials
	farming	verb	filler			Nobody wants to farm these days. I don't know why people don't farm. This country has a long tradition of [BLANK1]. Years ago everyone [BLANK2] and life was much better.	farmed	0	23	47	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	farm	real	13.9470166667	23cond-trials
	pets	noun	filler			I would like to have a pet. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many [BLANK1], I would.	NA	0	23	48	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	pet	real	13.9470166667	23cond-trials
	binkest	adjective	23			My mom's food always tastes bink. She learnt to cook bink food from her mom. I think she makes the [BLANK1] food in the world. Or at least, [BLANK2] food than my dad does.	binker	0	23	49	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	bink	nonce	13.9470166667	23cond-trials
	toys	noun	training			This is a bear. They are really enjoyable. This one is one of my sister's [BLANK1].	NA	0	24	4	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	bear	real	13.3921833333	24cond-trials
	knitting	verb	training			I would love to learn how to knit. My friend has been [BLANK1] recently and loves it.	NA	0	24	5	I would love to learn how to XXX. My friend has been YYY recently and loves it.	knit	real	13.3921833333	24cond-trials
	cooked	verb	training			John said he wants to cook. Yesterday, partner [BLANK1] and John decided he wanted to try.	NA	0	24	6	John said he wants to XXX. Yesterday, his partner YYY and John decided he wanted to try.	cook	real	13.3921833333	24cond-trials
	sweetest	adjective	training			Such a sweet child! She really is the [BLANK1] child I've ever seen.	NA	0	24	7	Such a XXX child! She really is the YYY child I've ever seen.	sweet	real	13.3921833333	24cond-trials
	harder	adjective	training			This was a hard problem. It was definitely [BLANK1] than other problems they had encountered.	NA	0	24	8	This was a XXX problem. It was definitely YYY than other problems they had encountered.	hard	real	13.3921833333	24cond-trials
	more zorch	adjective	24			Did he think this shirt was too zorch? Maybe it was not zorch enough. After glancing at them again, the second one seemed [BLANK1] than the first. In the end, they decided that being the person with the [BLANK2] shirt at the party was probably not a bad thing.	zorchest	0	24	10	Did he think this shirt was too XXX? Maybe it was not XXX enough. After glancing at them again, the second one seemed YYY than the first. In the end, they decided that being the person with the YYY shirt at the party was probably not a bad thing.	zorch	nonce	13.3921833333	24cond-trials
	cakes	noun	filler			Did they ask about the cake? I think we need to let them know by tomorrow. I hear [BLANK1] are in scarce quantity at the store.	NA	0	24	11	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	cake	real	13.3921833333	24cond-trials
	teep	adjective	24			This fruit is so teep. I don't know if you like teep things. Sam loves them. He always eats the [BLANK1] fruit in the bowl. I like it when they're a little [BLANK2] than this one, but not too much.	more teeped	0	24	12	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	teep	nonce	13.3921833333	24cond-trials
	Nilts	noun	24			The officer wondered if this nilt had been left behind on purpose. [BLANK1] were not known to wander off on their own.	NA	0	24	13	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	nilt	nonce	13.3921833333	24cond-trials
	jating	verb	24			Why won't John jate? I want him to jate. He's only tolerable when he's [BLANK1]. Like yesterday he [BLANK2], and he was fine.	jated	0	24	14	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	jate	nonce	13.3921833333	24cond-trials
	pank	noun	24			The camera followed the pank for some time. It was on its way to meet other [BLANK1] near the beach.	NA	0	24	15	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	pank	nonce	13.3921833333	24cond-trials
	farming	verb	filler			Nobody wants to farm these days. I don't know why people don't farm. This country has a long tradition of [BLANK1]. Years ago everyone [BLANK2] and life was much better.	farmed	0	24	16	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	farm	real	13.3921833333	24cond-trials
	snells	noun	24			My favorite animal is the snell. They are impressive creatures. I saw a group of [BLANK1] during our trip last summer and I was so excited.	NA	0	24	17	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	snell	nonce	13.3921833333	24cond-trials
	fiffining	verb	24			Next week we're going to fiffin. We've been waiting ages for the chance to fiffin. We're reading a book about [BLANK1]. My friend [BLANK2] once before, but this will be my first time.	fiffined	0	24	18	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	fiffin	nonce	13.3921833333	24cond-trials
	tulverest	adjective	24			I like to watch movies that make me feel tulver. I'm a tulver person afterwards. After I watched this one I felt the [BLANK1] I've ever felt. I felt [BLANK2] than any other movie had made me feel.	more tulvering	0	24	19	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	tulver	nonce	13.3921833333	24cond-trials
	binkest	adjective	24			I had a bink day yesterday. It all started with a bink phone call I got. This might be the [BLANK1] day I've ever had. Maybe even [BLANK2] than the day we went to the aquarium.	binkier	0	24	20	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	bink	nonce	13.3921833333	24cond-trials
	jogging	verb	filler			Everyone wants to jog. Magazines are telling me to jog. It seems like [BLANK1] is cool. But I [BLANK2] last week, and I don't see what all the fuss is about.	jogged	0	24	21	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	jog	real	13.3921833333	24cond-trials
	tightest	adjective	filler			Why are tight pants popular? Most find tight pants uncomfortable. For some reason though, people still try to wear the [BLANK1] ones they can find, always looking for a [BLANK2] pair than the last.	tighter	0	24	22	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	tight	real	13.3921833333	24cond-trials
	skiing	verb	filler			When I was a kid I used to ski. My father taught me to ski. I used to enjoy [BLANK1] very much. But I probably [BLANK2] one too many times.	skiied	0	24	23	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	ski	real	13.3921833333	24cond-trials
	leams	noun	24			There was no doubt in my mind that a great leam like this one was John's. I had seen a set of [BLANK1] in his yard last summer and this had to be one of them.	NA	0	24	24	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	leam	nonce	13.3921833333	24cond-trials
	roaks	noun	24			There was a group of kids playing with a roak down the street. Did you see it? I think it might be one of Terry's [BLANK1].	NA	0	24	25	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	roak	nonce	13.3921833333	24cond-trials
	stads	noun	24			This is a stad. Now there is another one. There are two of them. There are two [BLANK1].	NA	0	24	26	This is a XXX. Now there is another one. There are two of them. There are two YYY.	stad	nonce	13.3921833333	24cond-trials
	goking	verb	24			It's difficult to goke. I've always found it hard to goke. Some people say [BLANK1] is easy. But I [BLANK2] last week and I can tell you it's not easy.	goked	0	24	27	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	goke	nonce	13.3921833333	24cond-trials
	softest	adjective	filler			Soft things are nice. Some people disagree, but quite a few think soft things are great. Well, at least everyone can agree that the [BLANK1] one of all is nice. Nothing is [BLANK2] than this one.	softer	0	24	28	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is nice. Nothing is YYY than this one.	soft	real	13.3921833333	24cond-trials
	fupping	verb	24			Jane refuses to fupp. She's too frightened to fupp. I don't know why she's so scared of [BLANK1]. Everyone else [BLANK2] last year.	fupped	0	24	29	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	fupp	nonce	13.3921833333	24cond-trials
	bizest	adjective	24			My mom's food always tastes bize. She learnt to cook bize food from her mom. I think she makes the [BLANK1] food in the world. Or at least, [BLANK2] food than my dad does.	bizer	0	24	30	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	bize	nonce	13.3921833333	24cond-trials
	wolpest	adjective	24			The painting looked wolp. She had worked hard to create such a wolp piece. This was her [BLANK1] painting yet. It was [BLANK2] than all the previous ones combined.	wolper	0	24	31	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	wolp	nonce	13.3921833333	24cond-trials
	kitaing	verb	24			I dream that one day I'll be able to kita. The chance to kita would be very exciting. I think I'd really enjoy [BLANK1]. My friend Sam [BLANK2] once and he loved it.	kita'd	0	24	32	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	kita	nonce	13.3921833333	24cond-trials
	slints	noun	24			Have you ever heard of a slint? It grows in South America. There are [BLANK1] on the menu tonight for dinner.	NA	0	24	33	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	slint	nonce	13.3921833333	24cond-trials
	Painting	verb	filler			Jim loves to paint all the time. It seems he was born to paint. [BLANK1] is what he's good at. Last week he [BLANK2] six days out of seven.	painted	0	24	34	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	paint	real	13.3921833333	24cond-trials
	glipping	verb	24			I don't want to glip. I try not to glip. I know that [BLANK1] isn't good for you. I know that because I [BLANK2] a lot when I was a teenager.	glipped	0	24	35	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	glip	nonce	13.3921833333	24cond-trials
	pizers	noun	24			Did you give him a pizer for his birthday like he asked? I think they are his favorite. He will be asking you for some [BLANK1], I know it.	NA	0	24	36	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	pizer	nonce	13.3921833333	24cond-trials
	menses	noun	24			Sam had left the building without her mense. She told herself that there would be plenty of people with [BLANK1] that worked when she got there.	NA	0	24	37	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	mense	nonce	13.3921833333	24cond-trials
	tattoos	noun	filler			It is hard to believe that having a tattoo is fine now. This would have been unacceptable in our day. We were always taught that [BLANK1] were bad.	NA	0	24	38	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	tattoo	real	13.3921833333	24cond-trials
	tallest	adjective	filler			I met a tall person today. I don't think I've ever met anyone so tall. They were definitely the [BLANK1] person I've met. They were even [BLANK2] than you.	taller	0	24	39	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	tall	real	13.3921833333	24cond-trials
	stirest	adjective	24			It all looked too stire. There here too many stire tables. The [BLANK1] was one in the corner. It was far [BLANK2] than the others.	stirer	0	24	40	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	stire	nonce	13.3921833333	24cond-trials
	kerning	verb	24			Every day I like to kern. I usually kern first thing in the morning. After I'm finished [BLANK1], I'm ready to start the day. This morning I [BLANK2] as usual.	kerned	0	24	41	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	kern	nonce	13.3921833333	24cond-trials
	teshest	adjective	24			The woman became tesh after seeing it. Her friends laughed at how tesh she was. There was no reason for her to be the [BLANK1] person in the room. Yet, she seemed [BLANK2] than everyone present.	tesher	0	24	42	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	tesh	nonce	13.3921833333	24cond-trials
	pets	noun	filler			I would like to have a pet. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many [BLANK1], I would.	NA	0	24	43	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	pet	real	13.3921833333	24cond-trials
	cheemer	adjective	24			They described it as a cheem place. I'm so excited to stay at a cheem resort. I hear that the spot we are going to is [BLANK1] than the one they went to. In fact, I hear it is the [BLANK2] resort on the whole coast.	cheemest	0	24	44	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is YYY than the one they went to. In fact, I hear it is the YYY resort on the whole coast.	cheem	nonce	13.3921833333	24cond-trials
	glarking	verb	24			Fred couldn't glark. All he wanted was to glark. Finally, he succeeded in [BLANK1]. After he [BLANK2] his mind was at ease.	glarked	0	24	45	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	glark	nonce	13.3921833333	24cond-trials
	coodlest	adjective	24			Here is a coodle thing. Here are two other things that are coodle. This one is the [BLANK1] of them all. It is [BLANK2] than the rest.	coodler	0	24	46	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	coodle	nonce	13.3921833333	24cond-trials
	danding	verb	24			Nick tries to dand every day. He gets off work early so he can dand. He says that [BLANK1] holds his life together. But I [BLANK2] once, and it was nothing special.	danded	0	24	47	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	dand	nonce	13.3921833333	24cond-trials
	rengs	noun	24			The reng was on the counter this morning. Dad doesn't know where it went. We can buy a few more [BLANK1] at the store later though.	NA	0	24	48	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	reng	nonce	13.3921833333	24cond-trials
	heaching	verb	24			You should heach. It's always worthwhile to heach. I'm [BLANK1], and you should too. Last week you [BLANK2], why won't you now?	heached	0	24	49	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	heach	nonce	13.3921833333	24cond-trials
	wug	noun	training			This is a bear. They are really enjoyable. This one is one of my sister's [BLANK1].	NA	0	25	4	This is a XXX. They are really enjoyable. This one is one of my sister's YYY.	bear	real	17.8573	25cond-trials
	trying	verb	training			I would love to learn how to knit. My friend has been [BLANK1] recently and loves it.	NA	0	25	5	I would love to learn how to XXX. My friend has been YYY recently and loves it.	knit	real	17.8573	25cond-trials
	Chris	verb	training			John said he wants to cook. Yesterday, partner [BLANK1] and John decided he wanted to try.	NA	0	25	6	John said he wants to XXX. Yesterday, his partner YYY and John decided he wanted to try.	cook	real	17.8573	25cond-trials
	best	adjective	training			Such a sweet child! She really is the [BLANK1] child I've ever seen.	NA	0	25	7	Such a XXX child! She really is the YYY child I've ever seen.	sweet	real	17.8573	25cond-trials
	tougher	adjective	training			This was a hard problem. It was definitely [BLANK1] than other problems they had encountered.	NA	0	25	8	This was a XXX problem. It was definitely YYY than other problems they had encountered.	hard	real	17.8573	25cond-trials
	pets	noun	filler			I would like to have a pet. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many [BLANK1], I would.	NA	0	25	10	I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would.	pet	real	17.8573	25cond-trials
	roaks	noun	25			Did you give him a roak for his birthday like he asked? I think they are his favorite. He will be asking you for some [BLANK1], I know it.	NA	0	25	11	Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it.	roak	nonce	17.8573	25cond-trials
	Painting	verb	filler			Jim loves to paint all the time. It seems he was born to paint. [BLANK1] is what he's good at. Last week he [BLANK2] six days out of seven.	painted	0	25	12	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	paint	real	17.8573	25cond-trials
	glarking	verb	25			It's difficult to glark. I've always found it hard to glark. Some people say [BLANK1] is easy. But I [BLANK2] last week and I can tell you it's not easy.	glarked	0	25	13	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	glark	nonce	17.8573	25cond-trials
	cakes	noun	filler			Did they ask about the cake? I think we need to let them know by tomorrow. I hear [BLANK1] are in scarce quantity at the store.	NA	0	25	14	Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store.	cake	real	17.8573	25cond-trials
	jogging	verb	filler			Everyone wants to jog. Magazines are telling me to jog. It seems like [BLANK1] is cool. But I [BLANK2] last week, and I don't see what all the fuss is about.	jogged	0	25	15	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	jog	real	17.8573	25cond-trials
	tesh	adjective	25			This fruit is so tesh. I don't know if you like tesh things. Sam loves them. He always eats the [BLANK1] fruit in the bowl. I like it when they're a little [BLANK2] than this one, but not too much.	riper	0	25	16	This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much.	tesh	nonce	17.8573	25cond-trials
	kerning	verb	25			Why won't John kern? I want him to kern. He's only tolerable when he's [BLANK1]. Like yesterday he [BLANK2], and he was fine.	kerned	0	25	17	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	kern	nonce	17.8573	25cond-trials
	fiffing	verb	25			Nick tries to fiffin every day. He gets off work early so he can fiffin. He says that [BLANK1] holds his life together. But I [BLANK2] once, and it was nothing special.	fiffined	0	25	18	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	fiffin	nonce	17.8573	25cond-trials
	best	adjective	25			The painting looked zorch. She had worked hard to create such a zorch piece. This was her [BLANK1] painting yet. It was [BLANK2] than all the previous ones combined.	better	0	25	19	The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined.	zorch	nonce	17.8573	25cond-trials
	glipping	verb	25			Fred couldn't glip. All he wanted was to glip. Finally, he succeeded in [BLANK1]. After he [BLANK2] his mind was at ease.	glipped	0	25	20	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	glip	nonce	17.8573	25cond-trials
	dandiest	adjective	25			Here is a dand thing. Here are two other things that are dand. This one is the [BLANK1] of them all. It is [BLANK2] than the rest.	dandier	0	25	21	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	dand	nonce	17.8573	25cond-trials
	heacing	verb	25			I don't want to heach. I try not to heach. I know that [BLANK1] isn't good for you. I know that because I [BLANK2] a lot when I was a teenager.	heached	0	25	22	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	heach	nonce	17.8573	25cond-trials
	leaming	verb	25			I dream that one day I'll be able to leam. The chance to leam would be very exciting. I think I'd really enjoy [BLANK1]. My friend Sam [BLANK2] once and he loved it.	leamed	0	25	23	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	leam	nonce	17.8573	25cond-trials
	farming	verb	filler			Nobody wants to farm these days. I don't know why people don't farm. This country has a long tradition of [BLANK1]. Years ago everyone [BLANK2] and life was much better.	farmed	0	25	24	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	farm	real	17.8573	25cond-trials
	stires	noun	25			This is a stire. Now there is another one. There are two of them. There are two [BLANK1].	NA	0	25	25	This is a XXX. Now there is another one. There are two of them. There are two YYY.	stire	nonce	17.8573	25cond-trials
	menses	noun	25			There was no doubt in my mind that a great mense like this one was John's. I had seen a set of [BLANK1] in his yard last summer and this had to be one of them.	NA	0	25	26	There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them.	mense	nonce	17.8573	25cond-trials
	teepiest	adjective	25			It all looked too teep. There here too many teep tables. The [BLANK1] was one in the corner. It was far [BLANK2] than the others.	teepier	0	25	27	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	teep	nonce	17.8573	25cond-trials
	snells	noun	25			Have you ever heard of a snell? It grows in South America. There are [BLANK1] on the menu tonight for dinner.	NA	0	25	28	Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner.	snell	nonce	17.8573	25cond-trials
	Panks	noun	25			The officer wondered if this pank had been left behind on purpose. [BLANK1] were not known to wander off on their own.	NA	0	25	29	The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own.	pank	nonce	17.8573	25cond-trials
	wolpiest	adjective	25			I like to watch movies that make me feel wolp. I'm a wolp person afterwards. After I watched this one I felt the [BLANK1] I've ever felt. I felt [BLANK2] than any other movie had made me feel.	wolpier	0	25	30	I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel.	wolp	nonce	17.8573	25cond-trials
	goking	verb	25			Jane refuses to goke. She's too frightened to goke. I don't know why she's so scared of [BLANK1]. Everyone else [BLANK2] last year.	goked	0	25	31	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	goke	nonce	17.8573	25cond-trials
	kitaing	verb	25			Every day I like to kita. I usually kita first thing in the morning. After I'm finished [BLANK1], I'm ready to start the day. This morning I [BLANK2] as usual.	kitaed	0	25	32	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	kita	nonce	17.8573	25cond-trials
	talliest	adjective	filler			I met a tall person today. I don't think I've ever met anyone so tall. They were definitely the [BLANK1] person I've met. They were even [BLANK2] than you.	taller	0	25	33	I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you.	tall	real	17.8573	25cond-trials
	nilts	noun	25			Sam had left the building without her nilt. She told herself that there would be plenty of people with [BLANK1] that worked when she got there.	NA	0	25	34	Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there.	nilt	nonce	17.8573	25cond-trials
	pizers	noun	25			The camera followed the pizer for some time. It was on its way to meet other [BLANK1] near the beach.	NA	0	25	35	The camera followed the XXX for some time. It was on its way to meet other YYY near the beach.	pizer	nonce	17.8573	25cond-trials
	binkier	adjective	25			Did he think this shirt was too bink? Maybe it was not bink enough. After glancing at them again, the second one seemed [BLANK1] than the first. In the end, they decided that being the person with the [BLANK2] shirt at the party was probably not a bad thing.	binkiest	0	25	36	Did he think this shirt was too XXX? Maybe it was not XXX enough. After glancing at them again, the second one seemed YYY than the first. In the end, they decided that being the person with the YYY shirt at the party was probably not a bad thing.	bink	nonce	17.8573	25cond-trials
	coodlier	adjective	25			They described it as a coodle place. I'm so excited to stay at a coodle resort. I hear that the spot we are going to is [BLANK1] than the one they went to. In fact, I hear it is the [BLANK2] resort on the whole coast.	coodliest	0	25	37	They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is YYY than the one they went to. In fact, I hear it is the YYY resort on the whole coast.	coodle	nonce	17.8573	25cond-trials
	stads	noun	25			My favorite animal is the stad. They are impressive creatures. I saw a group of [BLANK1] during our trip last summer and I was so excited.	NA	0	25	38	My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited.	stad	nonce	17.8573	25cond-trials
	rengs	noun	25			There was a group of kids playing with a reng down the street. Did you see it? I think it might be one of Terry's [BLANK1].	NA	0	25	39	There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY.	reng	nonce	17.8573	25cond-trials
	skinniest	adjective	filler			Why are tight pants popular? Most find tight pants uncomfortable. For some reason though, people still try to wear the [BLANK1] ones they can find, always looking for a [BLANK2] pair than the last.	skinnier	0	25	40	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	tight	real	17.8573	25cond-trials
	jating	verb	25			You should jate. It's always worthwhile to jate. I'm [BLANK1], and you should too. Last week you [BLANK2], why won't you now?	jated	0	25	41	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	jate	nonce	17.8573	25cond-trials
	slints	noun	25			The slint was on the counter this morning. Dad doesn't know where it went. We can buy a few more [BLANK1] at the store later though.	NA	0	25	42	The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though.	slint	nonce	17.8573	25cond-trials
	fupping	verb	25			Next week we're going to fupp. We've been waiting ages for the chance to fupp. We're reading a book about [BLANK1]. My friend [BLANK2] once before, but this will be my first time.	fupped	0	25	43	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	fupp	nonce	17.8573	25cond-trials
	tattoos	noun	filler			It is hard to believe that having a tattoo is fine now. This would have been unacceptable in our day. We were always taught that [BLANK1] were bad.	NA	0	25	44	It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad.	tattoo	real	17.8573	25cond-trials
	softest	adjective	filler			Soft things are nice. Some people disagree, but quite a few think soft things are great. Well, at least everyone can agree that the [BLANK1] one of all is nice. Nothing is [BLANK2] than this one.	softer	0	25	45	XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is nice. Nothing is YYY than this one.	soft	real	17.8573	25cond-trials
	sking	verb	filler			When I was a kid I used to ski. My father taught me to ski. I used to enjoy [BLANK1] very much. But I probably [BLANK2] one too many times.	skied	0	25	46	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	ski	real	17.8573	25cond-trials
	tulvering	adjective	25			The woman became tulver after seeing it. Her friends laughed at how tulver she was. There was no reason for her to be the [BLANK1] person in the room. Yet, she seemed [BLANK2] than everyone present.	tulvery	0	25	47	The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present.	tulver	nonce	17.8573	25cond-trials
