"response2"	"Answer.condition"	"root"	"item"	"context"	"workerid"	"response1"	"slide_number"	"category"	"Answer.time_in_minutes"	"condition"	"participant"
"farmed"	23	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	49	"verb"	8.80278333333333	"filler"	"23cond-trials"
NA	24	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"favourite"	4	"noun"	19.8663666666667	"training"	"24cond-trials"
NA	24	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"taught"	5	"verb"	19.8663666666667	"training"	"24cond-trials"
NA	24	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	19.8663666666667	"training"	"24cond-trials"
NA	24	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"sweetest"	7	"adjective"	19.8663666666667	"training"	"24cond-trials"
NA	24	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"harder"	8	"adjective"	19.8663666666667	"training"	"24cond-trials"
NA	24	"snell"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"snells"	10	"noun"	19.8663666666667	"24"	"24cond-trials"
"rather"	24	"bink"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"bink"	11	"adjective"	19.8663666666667	"24"	"24cond-trials"
"jogged"	24	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	12	"verb"	19.8663666666667	"filler"	"24cond-trials"
"fupp"	24	"fupp"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"fupp"	13	"verb"	19.8663666666667	"24"	"24cond-trials"
"painted"	24	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"painting"	14	"verb"	19.8663666666667	"filler"	"24cond-trials"
"woke up"	24	"kern"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"kern"	15	"verb"	19.8663666666667	"24"	"24cond-trials"
NA	24	"stad"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"stads"	16	"noun"	19.8663666666667	"24"	"24cond-trials"
"better"	24	"zorch"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"zorch"	17	"adjective"	19.8663666666667	"24"	"24cond-trials"
"fell"	24	"glip"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"glipping"	18	"verb"	19.8663666666667	"24"	"24cond-trials"
NA	24	"reng"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"rengs"	19	"noun"	19.8663666666667	"24"	"24cond-trials"
"know"	24	"goke"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"goke"	20	"verb"	19.8663666666667	"24"	"24cond-trials"
NA	24	"nilt"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"Officer"	21	"noun"	19.8663666666667	"24"	"24cond-trials"
NA	24	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoo"	22	"noun"	19.8663666666667	"filler"	"24cond-trials"
"jate"	24	"jate"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"jate"	23	"verb"	19.8663666666667	"24"	"24cond-trials"
NA	24	"slint"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"slint"	24	"noun"	19.8663666666667	"24"	"24cond-trials"
"not"	24	"heach"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"heach"	25	"verb"	19.8663666666667	"24"	"24cond-trials"
"better"	24	"wolp"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"best"	26	"adjective"	19.8663666666667	"24"	"24cond-trials"
NA	24	"pank"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"sides"	27	"noun"	19.8663666666667	"24"	"24cond-trials"
"tried"	24	"fiffin"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"fiffin"	28	"verb"	19.8663666666667	"24"	"24cond-trials"
"better"	24	"tulver"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"tulver"	29	"adjective"	19.8663666666667	"24"	"24cond-trials"
NA	24	"leam"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"leam"	30	"noun"	19.8663666666667	"24"	"24cond-trials"
"glark"	24	"glark"	"nonce"	"Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease."	0	"glark"	31	"verb"	19.8663666666667	"24"	"24cond-trials"
"better"	24	"tight"	"real"	"Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last."	0	"tight pants"	32	"adjective"	19.8663666666667	"filler"	"24cond-trials"
"better"	24	"coodle"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"coodle"	33	"adjective"	19.8663666666667	"24"	"24cond-trials"
"better"	24	"teep"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"teep"	34	"adjective"	19.8663666666667	"24"	"24cond-trials"
"tasty"	24	"bize"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"bize"	35	"adjective"	19.8663666666667	"24"	"24cond-trials"
"farm"	24	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farm"	36	"verb"	19.8663666666667	"filler"	"24cond-trials"
NA	24	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pet"	37	"noun"	19.8663666666667	"filler"	"24cond-trials"
"better"	24	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"soft"	38	"adjective"	19.8663666666667	"filler"	"24cond-trials"
"taller"	24	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tall"	39	"adjective"	19.8663666666667	"filler"	"24cond-trials"
NA	24	"roak"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"friends"	40	"noun"	19.8663666666667	"24"	"24cond-trials"
NA	24	"mense"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"mense"	41	"noun"	19.8663666666667	"24"	"24cond-trials"
NA	24	"pizer"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"prize"	42	"noun"	19.8663666666667	"24"	"24cond-trials"
"better"	24	"cheem"	"nonce"	"They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to."	0	"best"	43	"adjective"	19.8663666666667	"24"	"24cond-trials"
"did"	24	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"ski"	44	"verb"	19.8663666666667	"filler"	"24cond-trials"
NA	24	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"there"	45	"noun"	19.8663666666667	"filler"	"24cond-trials"
"better"	24	"stire"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"stire"	46	"adjective"	19.8663666666667	"24"	"24cond-trials"
"dand"	24	"dand"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"dand"	47	"verb"	19.8663666666667	"24"	"24cond-trials"
"better"	24	"tesh"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"tesh"	48	"adjective"	19.8663666666667	"24"	"24cond-trials"
"did"	24	"kita"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"kita"	49	"verb"	19.8663666666667	"24"	"24cond-trials"
NA	25	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"bears"	4	"noun"	11.7671666666667	"training"	"25cond-trials"
NA	25	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"knitting"	5	"verb"	11.7671666666667	"training"	"25cond-trials"
NA	25	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	11.7671666666667	"training"	"25cond-trials"
NA	25	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"sweetest"	7	"adjective"	11.7671666666667	"training"	"25cond-trials"
NA	25	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"harder"	8	"adjective"	11.7671666666667	"training"	"25cond-trials"
"skied "	25	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"skiing"	10	"verb"	11.7671666666667	"filler"	"25cond-trials"
"teeper"	25	"teep"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"teepest"	11	"adjective"	11.7671666666667	"25"	"25cond-trials"
"kitaed"	25	"kita"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"kitaing"	12	"verb"	11.7671666666667	"25"	"25cond-trials"
"zorchier"	25	"zorch"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"zorchest"	13	"adjective"	11.7671666666667	"25"	"25cond-trials"
"tesher"	25	"tesh"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"teshest"	14	"adjective"	11.7671666666667	"25"	"25cond-trials"
"fupped"	25	"fupp"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"fupping"	15	"verb"	11.7671666666667	"25"	"25cond-trials"
"wolpier"	25	"wolp"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"wolpiest"	16	"adjective"	11.7671666666667	"25"	"25cond-trials"
"painted"	25	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"Painting"	17	"verb"	11.7671666666667	"filler"	"25cond-trials"
NA	25	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	18	"noun"	11.7671666666667	"filler"	"25cond-trials"
"coodler"	25	"coodle"	"nonce"	"They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to."	0	"coodlest"	19	"adjective"	11.7671666666667	"25"	"25cond-trials"
NA	25	"slint"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"slints"	20	"noun"	11.7671666666667	"25"	"25cond-trials"
"dander"	25	"dand"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"dandest"	21	"adjective"	11.7671666666667	"25"	"25cond-trials"
"heached"	25	"heach"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"heaching"	22	"verb"	11.7671666666667	"25"	"25cond-trials"
NA	25	"stad"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"stads"	23	"noun"	11.7671666666667	"25"	"25cond-trials"
NA	25	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	24	"noun"	11.7671666666667	"filler"	"25cond-trials"
"glipped"	25	"glip"	"nonce"	"Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease."	0	"glipping"	25	"verb"	11.7671666666667	"25"	"25cond-trials"
"glarked"	25	"glark"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"glarking"	26	"verb"	11.7671666666667	"25"	"25cond-trials"
"tighter"	25	"tight"	"real"	"Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last."	0	"tightest"	27	"adjective"	11.7671666666667	"filler"	"25cond-trials"
"farmed"	25	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	28	"verb"	11.7671666666667	"filler"	"25cond-trials"
NA	25	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoos"	29	"noun"	11.7671666666667	"filler"	"25cond-trials"
"softer"	25	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"softest"	30	"adjective"	11.7671666666667	"filler"	"25cond-trials"
"bizer"	25	"bize"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"bizest"	31	"adjective"	11.7671666666667	"25"	"25cond-trials"
NA	25	"roak"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"roaks"	32	"noun"	11.7671666666667	"25"	"25cond-trials"
NA	25	"stire"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"stires"	33	"noun"	11.7671666666667	"25"	"25cond-trials"
"leamed"	25	"leam"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"leaming"	34	"verb"	11.7671666666667	"25"	"25cond-trials"
"kerned"	25	"kern"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"kerning"	35	"verb"	11.7671666666667	"25"	"25cond-trials"
"jated"	25	"jate"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"jating"	36	"verb"	11.7671666666667	"25"	"25cond-trials"
NA	25	"reng"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"rengs"	37	"noun"	11.7671666666667	"25"	"25cond-trials"
"tulverier"	25	"tulver"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"tulveriest"	38	"adjective"	11.7671666666667	"25"	"25cond-trials"
"taller"	25	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	39	"adjective"	11.7671666666667	"filler"	"25cond-trials"
NA	25	"pizer"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"pizers"	40	"noun"	11.7671666666667	"25"	"25cond-trials"
"fiffined"	25	"fiffin"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"fiffining"	41	"verb"	11.7671666666667	"25"	"25cond-trials"
NA	25	"snell"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"snells"	42	"noun"	11.7671666666667	"25"	"25cond-trials"
"goked"	25	"goke"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"goking"	43	"verb"	11.7671666666667	"25"	"25cond-trials"
"jogged"	25	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	44	"verb"	11.7671666666667	"filler"	"25cond-trials"
"cheemier"	25	"cheem"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"cheemiest"	45	"adjective"	11.7671666666667	"25"	"25cond-trials"
"binkier"	25	"bink"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"binkiest"	46	"adjective"	11.7671666666667	"25"	"25cond-trials"
NA	25	"pank"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"Panks"	47	"noun"	11.7671666666667	"25"	"25cond-trials"
NA	25	"mense"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"menses"	48	"noun"	11.7671666666667	"25"	"25cond-trials"
NA	25	"nilt"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"nilts"	49	"noun"	11.7671666666667	"25"	"25cond-trials"
NA	26	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"favorite animal "	4	"noun"	18.9123833333333	"training"	"26cond-trials"
NA	26	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"knitting "	5	"verb"	18.9123833333333	"training"	"26cond-trials"
NA	26	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"went out of town"	6	"verb"	18.9123833333333	"training"	"26cond-trials"
NA	26	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"nicest"	7	"adjective"	18.9123833333333	"training"	"26cond-trials"
NA	26	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"more difficult"	8	"adjective"	18.9123833333333	"training"	"26cond-trials"
"sweeter"	26	"coodle"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"sweetest"	10	"adjective"	18.9123833333333	"26"	"26cond-trials"
"softer"	26	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"softest"	11	"adjective"	18.9123833333333	"filler"	"26cond-trials"
"jated"	26	"jate"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"jating"	12	"verb"	18.9123833333333	"26"	"26cond-trials"
NA	26	"reng"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"reng"	13	"noun"	18.9123833333333	"26"	"26cond-trials"
"taller"	26	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	14	"adjective"	18.9123833333333	"filler"	"26cond-trials"
NA	26	"pank"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"panks"	15	"noun"	18.9123833333333	"26"	"26cond-trials"
"more fiffin"	26	"fiffin"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"most fiffin"	16	"adjective"	18.9123833333333	"26"	"26cond-trials"
"tighter"	26	"tight"	"real"	"Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last."	0	"tightest"	17	"adjective"	18.9123833333333	"filler"	"26cond-trials"
"more bize"	26	"bize"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"most bize"	18	"adjective"	18.9123833333333	"26"	"26cond-trials"
"wolper"	26	"wolp"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"wolpest"	19	"adjective"	18.9123833333333	"26"	"26cond-trials"
"farmed"	26	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	20	"verb"	18.9123833333333	"filler"	"26cond-trials"
NA	26	"slint"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"Slints"	21	"noun"	18.9123833333333	"26"	"26cond-trials"
NA	26	"stad"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"stads"	22	"noun"	18.9123833333333	"26"	"26cond-trials"
NA	26	"roak"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"roaks "	23	"noun"	18.9123833333333	"26"	"26cond-trials"
NA	26	"teep"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"teeps"	24	"noun"	18.9123833333333	"26"	"26cond-trials"
"kit"	26	"kita"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"kiting"	25	"verb"	18.9123833333333	"26"	"26cond-trials"
NA	26	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	26	"noun"	18.9123833333333	"filler"	"26cond-trials"
NA	26	"pizer"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"Pizers"	27	"noun"	18.9123833333333	"26"	"26cond-trials"
"Kerned"	26	"kern"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"Kerning"	28	"verb"	18.9123833333333	"26"	"26cond-trials"
NA	26	"nilt"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"nilts"	29	"noun"	18.9123833333333	"26"	"26cond-trials"
"fupped"	26	"fupp"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"fupping"	30	"verb"	18.9123833333333	"26"	"26cond-trials"
"Jogged"	26	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"Jogging"	31	"verb"	18.9123833333333	"filler"	"26cond-trials"
"Skied"	26	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"Skiing"	32	"verb"	18.9123833333333	"filler"	"26cond-trials"
"goked"	26	"goke"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"goking"	33	"verb"	18.9123833333333	"26"	"26cond-trials"
"leamed"	26	"leam"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"leaming "	34	"verb"	18.9123833333333	"26"	"26cond-trials"
NA	26	"stire"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"stires"	35	"noun"	18.9123833333333	"26"	"26cond-trials"
"glarked"	26	"glark"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"glarking"	36	"verb"	18.9123833333333	"26"	"26cond-trials"
"painted "	26	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"Painting"	37	"verb"	18.9123833333333	"filler"	"26cond-trials"
"heached"	26	"heach"	"nonce"	"Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease."	0	"heaching"	38	"verb"	18.9123833333333	"26"	"26cond-trials"
"dander"	26	"dand"	"nonce"	"They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to."	0	"dandest"	39	"adjective"	18.9123833333333	"26"	"26cond-trials"
NA	26	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	40	"noun"	18.9123833333333	"filler"	"26cond-trials"
"tesher"	26	"tesh"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"teshest"	41	"adjective"	18.9123833333333	"26"	"26cond-trials"
"cheemer"	26	"cheem"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"cheemest"	42	"adjective"	18.9123833333333	"26"	"26cond-trials"
"tulverer"	26	"tulver"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"tulverest"	43	"adjective"	18.9123833333333	"26"	"26cond-trials"
"binker"	26	"bink"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"binkest"	44	"adjective"	18.9123833333333	"26"	"26cond-trials"
"zorcher"	26	"zorch"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"zorchest"	45	"adjective"	18.9123833333333	"26"	"26cond-trials"
NA	26	"snell"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"snells "	46	"noun"	18.9123833333333	"26"	"26cond-trials"
"glipped "	26	"glip"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"glipping"	47	"verb"	18.9123833333333	"26"	"26cond-trials"
