response1_type	response1	response2_type	response2	root	context	Answer.condition	item	workerid	slide_number	category	Answer.time_in_minutes	condition	participant
1	skiing	1	skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	21	real	0	48	verb	8.8744333333	filler	21cond-trials
1	fupping	1	fupped	fupp	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	22	nonce	0	37	verb	23.8758833333	22	22cond-trials
1	painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	22	real	0	49	verb	23.8758833333	filler	22cond-trials
1	kerning	1	kerned	kern	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	23	nonce	0	11	verb	8.8027833333	23	23cond-trials
1	fiffing	1	fiffined	fiffin	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	23	nonce	0	13	verb	8.8027833333	23	23cond-trials
1	skiing	1	skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	23	real	0	14	verb	8.8027833333	filler	23cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	23	real	0	18	verb	8.8027833333	filler	23cond-trials
1	glipping	1	glipped	glip	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	23	nonce	0	20	verb	8.8027833333	23	23cond-trials
1	glarking	1	glarked	glark	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	23	nonce	0	27	verb	8.8027833333	23	23cond-trials
1	fupping	1	fupped	fupp	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	23	nonce	0	30	verb	8.8027833333	23	23cond-trials
1	heaching	1	heached	heach	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	23	nonce	0	41	verb	8.8027833333	23	23cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	23	real	0	43	verb	8.8027833333	filler	23cond-trials
1	danding	1	danded	dand	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	23	nonce	0	46	verb	8.8027833333	23	23cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	23	real	0	49	verb	8.8027833333	filler	23cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	24	real	0	12	verb	19.8663666667	filler	24cond-trials
1	painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	24	real	0	14	verb	19.8663666667	filler	24cond-trials
1	kitaing	1	kitaed	kita	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	25	nonce	0	12	verb	11.7671666667	25	25cond-trials
1	fupping	1	fupped	fupp	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	25	nonce	0	15	verb	11.7671666667	25	25cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	25	real	0	17	verb	11.7671666667	filler	25cond-trials
1	heaching	1	heached	heach	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	25	nonce	0	22	verb	11.7671666667	25	25cond-trials
1	glipping	1	glipped	glip	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	25	nonce	0	25	verb	11.7671666667	25	25cond-trials
1	glarking	1	glarked	glark	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	25	nonce	0	26	verb	11.7671666667	25	25cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	25	real	0	28	verb	11.7671666667	filler	25cond-trials
1	leaming	1	leamed	leam	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	25	nonce	0	34	verb	11.7671666667	25	25cond-trials
1	kerning	1	kerned	kern	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	25	nonce	0	35	verb	11.7671666667	25	25cond-trials
1	fiffining	1	fiffined	fiffin	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	25	nonce	0	41	verb	11.7671666667	25	25cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	25	real	0	44	verb	11.7671666667	filler	25cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	26	real	0	20	verb	18.9123833333	filler	26cond-trials
1	Kerning	1	Kerned	kern	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	26	nonce	0	28	verb	18.9123833333	26	26cond-trials
1	fupping	1	fupped	fupp	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	26	nonce	0	30	verb	18.9123833333	26	26cond-trials
1	Jogging	1	Jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	26	real	0	31	verb	18.9123833333	filler	26cond-trials
1	Skiing	1	Skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	26	real	0	32	verb	18.9123833333	filler	26cond-trials
1	glarking	1	glarked	glark	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	26	nonce	0	36	verb	18.9123833333	26	26cond-trials
1	heaching	1	heached	heach	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	26	nonce	0	38	verb	18.9123833333	26	26cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	27	real	0	14	verb	17.4265833333	filler	27cond-trials
1	skiing	1	skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	27	real	0	15	verb	17.4265833333	filler	27cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	27	real	0	36	verb	17.4265833333	filler	27cond-trials
1	painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	27	real	0	46	verb	17.4265833333	filler	27cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	29	real	0	22	verb	13.8390333333	filler	29cond-trials
1	nilting	1	nilted	nilt	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	29	nonce	0	26	verb	13.8390333333	29	29cond-trials
1	pizering	1	pizered	pizer	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	29	nonce	0	27	verb	13.8390333333	29	29cond-trials
1	heaching	1	heached	heach	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	29	nonce	0	34	verb	13.8390333333	29	29cond-trials
1	leaming	1	leamed	leam	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	29	nonce	0	35	verb	13.8390333333	29	29cond-trials
1	kerning	1	kerned	kern	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	29	nonce	0	37	verb	13.8390333333	29	29cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	29	real	0	40	verb	13.8390333333	filler	29cond-trials
1	glipping	1	glipped	glip	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	29	nonce	0	42	verb	13.8390333333	29	29cond-trials
1	panking	1	panked	pank	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	29	nonce	0	43	verb	13.8390333333	29	29cond-trials
1	kitaing	1	kitaed	kita	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	29	nonce	0	46	verb	13.8390333333	29	29cond-trials
1	pizering	1	pizered	pizer	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	2	nonce	0	10	verb	14.0199	2	2cond-trials
1	kerning	1	kerned	kern	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	2	nonce	0	11	verb	14.0199	2	2cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	2	real	0	13	verb	14.0199	filler	2cond-trials
1	roaking	1	roaked	roak	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	2	nonce	0	17	verb	14.0199	2	2cond-trials
1	renging	1	renged	reng	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	2	nonce	0	18	verb	14.0199	2	2cond-trials
1	skiing	1	skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	2	real	0	19	verb	14.0199	filler	2cond-trials
1	slinting	1	slinted	slint	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	2	nonce	0	21	verb	14.0199	2	2cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	2	real	0	24	verb	14.0199	filler	2cond-trials
1	panking	1	panked	pank	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	2	nonce	0	32	verb	14.0199	2	2cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	2	real	0	34	verb	14.0199	filler	2cond-trials
1	nilting	1	nilted	nilt	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	2	nonce	0	36	verb	14.0199	2	2cond-trials
1	kitaing	1	kitaed	kita	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	2	nonce	0	37	verb	14.0199	2	2cond-trials
1	leaming	1	leamed	leam	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	2	nonce	0	46	verb	14.0199	2	2cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	30	real	0	16	verb	7.5286666667	filler	30cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	30	real	0	17	verb	7.5286666667	filler	30cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	30	real	0	20	verb	7.5286666667	filler	30cond-trials
1	panking	1	panked	pank	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	3	nonce	0	14	verb	7.4312	3	3cond-trials
1	renging	1	renged	reng	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	3	nonce	0	20	verb	7.4312	3	3cond-trials
1	kitaing	1	kitaed	kita	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	3	nonce	0	21	verb	7.4312	3	3cond-trials
1	pizering	1	pizered	pizer	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	3	nonce	0	25	verb	7.4312	3	3cond-trials
1	roaking	1	roaked	roak	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	3	nonce	0	27	verb	7.4312	3	3cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	3	real	0	35	verb	7.4312	filler	3cond-trials
1	leaming	1	leamed	leam	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	3	nonce	0	37	verb	7.4312	3	3cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	3	real	0	41	verb	7.4312	filler	3cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	3	real	0	44	verb	7.4312	filler	3cond-trials
1	slinting	1	slinted	slint	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	3	nonce	0	45	verb	7.4312	3	3cond-trials
1	snelling	1	snelled	snell	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	3	nonce	0	47	verb	7.4312	3	3cond-trials
1	snelling	1	snelled	snell	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	4	nonce	0	17	verb	12.4435333333	4	4cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	4	real	0	19	verb	12.4435333333	filler	4cond-trials
1	renging	1	renged	reng	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	4	nonce	0	21	verb	12.4435333333	4	4cond-trials
1	skiiing	1	skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	4	real	0	23	verb	12.4435333333	filler	4cond-trials
1	nilting	1	nilted	nilt	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	4	nonce	0	24	verb	12.4435333333	4	4cond-trials
1	stadding	1	stadded	stad	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	4	nonce	0	25	verb	12.4435333333	4	4cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	4	real	0	27	verb	12.4435333333	filler	4cond-trials
1	slinting	1	slinted	slint	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	4	nonce	0	29	verb	12.4435333333	4	4cond-trials
1	leaming	1	leamed	leam	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	4	nonce	0	34	verb	12.4435333333	4	4cond-trials
1	panking	1	panked	pank	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	4	nonce	0	42	verb	12.4435333333	4	4cond-trials
1	roaking	1	roaked	roak	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	4	nonce	0	44	verb	12.4435333333	4	4cond-trials
1	painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	4	real	0	48	verb	12.4435333333	filler	4cond-trials
1	pizering	1	pizered	pizer	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	4	nonce	0	49	verb	12.4435333333	4	4cond-trials
1	stadding	1	stadded	stad	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	5	nonce	0	12	verb	24.5318833333	5	5cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	5	real	0	13	verb	24.5318833333	filler	5cond-trials
1	pizering	1	pizered	pizer	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	5	nonce	0	18	verb	24.5318833333	5	5cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	5	real	0	22	verb	24.5318833333	filler	5cond-trials
1	panking	1	panked	pank	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	5	nonce	0	25	verb	24.5318833333	5	5cond-trials
1	snelling	1	snelled	snell	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	5	nonce	0	31	verb	24.5318833333	5	5cond-trials
1	roaking	1	roaked	roak	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	5	nonce	0	33	verb	24.5318833333	5	5cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	5	real	0	39	verb	24.5318833333	filler	5cond-trials
1	skiing	1	skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	5	real	0	45	verb	24.5318833333	filler	5cond-trials
1	renging	1	renged	reng	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	5	nonce	0	48	verb	24.5318833333	5	5cond-trials
1	roaking	1	roaked	roak	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	6	nonce	0	17	verb	11.3199166667	6	6cond-trials
1	Painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	6	real	0	18	verb	11.3199166667	filler	6cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	6	real	0	22	verb	11.3199166667	filler	6cond-trials
1	snelling	1	snelled	snell	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	6	nonce	0	24	verb	11.3199166667	6	6cond-trials
1	nilting	1	nilted	nilt	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	6	nonce	0	26	verb	11.3199166667	6	6cond-trials
1	renging	1	renged	reng	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	6	nonce	0	36	verb	11.3199166667	6	6cond-trials
1	skiing	1	skied	ski	When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times.	6	real	0	37	verb	11.3199166667	filler	6cond-trials
1	slinting	1	slinted	slint	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	6	nonce	0	39	verb	11.3199166667	6	6cond-trials
1	teeping	1	teeped	teep	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	6	nonce	0	41	verb	11.3199166667	6	6cond-trials
1	stading	1	staded	stad	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	6	nonce	0	42	verb	11.3199166667	6	6cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	6	real	0	44	verb	11.3199166667	filler	6cond-trials
1	panking	1	panked	pank	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	6	nonce	0	46	verb	11.3199166667	6	6cond-trials
1	teshing	1	teshed	tesh	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	7	nonce	0	19	verb	11.6007	7	7cond-trials
1	stadding	1	stadded	stad	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	7	nonce	0	23	verb	11.6007	7	7cond-trials
1	slinting	1	slinted	slint	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	7	nonce	0	26	verb	11.6007	7	7cond-trials
1	roaking	1	roaked	roak	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	7	nonce	0	27	verb	11.6007	7	7cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	7	real	0	32	verb	11.6007	filler	7cond-trials
1	snelling	1	snelled	snell	I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager.	7	nonce	0	37	verb	11.6007	7	7cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	7	real	0	38	verb	11.6007	filler	7cond-trials
1	panking	1	panked	pank	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	7	nonce	0	41	verb	11.6007	7	7cond-trials
1	renging	1	renged	reng	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	7	nonce	0	46	verb	11.6007	7	7cond-trials
1	teeping	1	teeped	teep	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	7	nonce	0	47	verb	11.6007	7	7cond-trials
1	Teshing	1	Teshed	tesh	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	8	nonce	0	31	verb	14.7715833333	8	8cond-trials
1	Jogging	1	Jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	8	real	0	34	verb	14.7715833333	filler	8cond-trials
1	Tulvering	1	Tulvered	tulver	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	8	nonce	0	47	verb	14.7715833333	8	8cond-trials
1	teeping	1	teeped	teep	You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?	9	nonce	0	10	verb	27.2436166667	9	9cond-trials
1	jogging	1	jogged	jog	Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about.	9	real	0	13	verb	27.2436166667	filler	9cond-trials
1	renging	1	renged	reng	Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time.	9	nonce	0	15	verb	27.2436166667	9	9cond-trials
1	roaking	1	roaked	roak	Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special.	9	nonce	0	17	verb	27.2436166667	9	9cond-trials
1	wolping	1	wolped	wolp	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	9	nonce	0	21	verb	27.2436166667	9	9cond-trials
1	stading	1	staded	stad	Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease.	9	nonce	0	23	verb	27.2436166667	9	9cond-trials
1	tulvering	1	tulvered	tulver	Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual.	9	nonce	0	29	verb	27.2436166667	9	9cond-trials
1	snelling	1	snelled	snell	It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy.	9	nonce	0	37	verb	27.2436166667	9	9cond-trials
1	teshing	1	teshed	tesh	Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine.	9	nonce	0	38	verb	27.2436166667	9	9cond-trials
1	slinting	1	slinted	slint	Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year.	9	nonce	0	43	verb	27.2436166667	9	9cond-trials
1	painting	1	painted	paint	Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven.	9	real	0	46	verb	27.2436166667	filler	9cond-trials
1	farming	1	farmed	farm	Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better.	9	real	0	48	verb	27.2436166667	filler	9cond-trials
2	piziest	1	pizerer	pizer	I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium.	12	nonce	0	16	adjective	21.65155	12	12cond-trials
2	pizest	1	pizer	pizer	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	13	nonce	0	39	adjective	8.0763	13	13cond-trials
2	slinest	1	slinter	slint	Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it.	16	nonce	0	32	adjective	15.8644666667	16	16cond-trials
2	pizest	1	pizerer	pizer	It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others.	18	nonce	0	15	adjective	23.77995	18	18cond-trials
2	best	1	much better taster of tulver	tulver	My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does.	20	nonce	0	16	adjective	13.0430666667	20	20cond-trials
2	tighest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	29	real	0	38	adjective	13.8390333333	filler	29cond-trials
2	tighest	1	tighter	tight	Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last.	5	real	0	19	adjective	24.5318833333	filler	5cond-trials
2	pizest	1	pizer	pizer	Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest.	9	nonce	0	42	adjective	27.2436166667	9	9cond-trials
2	bizing	1	bized	bize	I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it.	12	nonce	0	29	verb	21.65155	12	12cond-trials
